id,date,amount,label,category,source,status,comment,sharing_mode,account_id,period_id,created_at,updated_at
628,2026-01-11,201.00,Sunday,50/50,telegram,draft,,50/50,2,,2026-05-24T12:23:18.062347,2026-07-11T14:27:51.192257
629,2026-01-09,56.00,Pharmacie,50/50,telegram,draft,,quotepart,2,,2026-05-24T12:23:18.079928,2026-07-11T14:14:52.649723
630,2026-01-07,52.00,pharmacie,50/50,telegram,draft,,quotepart,2,,2026-05-24T12:23:18.097778,2026-07-11T14:14:52.649723
631,2025-01-01,5.63,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/1iWQnfzEvZyrlZ8UFuGg3HO2aQNOtfh0v/view?usp=drive_link
🔗 https://drive.google.com/file/d/1iWQnfzEvZyrlZ8UFuGg3HO2aQNOtfh0v/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747162,2026-05-25T12:48:49.292620
632,2025-01-01,9.90,Amazon,brico,csv_import,draft,Amazon,brico,1,,2026-05-24T19:12:46.747167,2026-05-25T12:48:49.292620
633,1900-08-10,10.89,Cedeo,brico,csv_import,draft,"https://drive.google.com/file/d/1dloOBCbVW7dZHXW9VakMtudxTK9n_wzv/view?usp=drive_link
🔗 https://drive.google.com/file/d/1dloOBCbVW7dZHXW9VakMtudxTK9n_wzv/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747168,2026-05-25T12:48:49.292621
634,1900-08-09,11.99,Amazon,brico,csv_import,draft,"https://drive.google.com/file/d/1h6oZFpqYB3KMsyOoX5UWSTWzQ5vVxkIF/view?usp=drive_link
🔗 https://drive.google.com/file/d/1h6oZFpqYB3KMsyOoX5UWSTWzQ5vVxkIF/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747169,2026-05-25T12:48:49.292621
635,2025-01-01,12.99,Amazon,brico,csv_import,draft,multimetre,brico,1,,2026-05-24T19:12:46.747171,2026-05-25T12:48:49.292622
636,2023-08-14,13.52,Cedeo,brico,csv_import,draft,"https://drive.google.com/file/d/1JDayfBp45bmYNt_5W-tjiUFxaBSCF2Zx/view?usp=drive_link
🔗 https://drive.google.com/file/d/1JDayfBp45bmYNt_5W-tjiUFxaBSCF2Zx/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747172,2026-05-25T12:48:49.292622
637,1900-08-14,14.04,Amazon,brico,csv_import,draft,"https://drive.google.com/file/d/123ES5FM8_pWvg7nJvvZ66mHELrIadBDx/view?usp=drive_link
🔗 https://drive.google.com/file/d/123ES5FM8_pWvg7nJvvZ66mHELrIadBDx/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747173,2026-05-25T12:48:49.292623
638,2025-01-01,14.14,Amazon,brico,csv_import,draft,Amazon,brico,1,,2026-05-24T19:12:46.747174,2026-05-25T12:48:49.292624
639,1900-08-14,15.03,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/1QcM_UiLS7b9Ogrln953lVSMp4gdyoxer/view?usp=sharing
🔗 https://drive.google.com/file/d/1QcM_UiLS7b9Ogrln953lVSMp4gdyoxer/view?usp=sharing",brico,1,,2026-05-24T19:12:46.747175,2026-05-25T12:48:49.292624
640,2025-01-01,15.82,Amazon,brico,csv_import,draft,Amazon,brico,1,,2026-05-24T19:12:46.747176,2026-05-25T12:48:49.292625
641,2025-01-01,17.28,Amazon,brico,csv_import,draft,vélo,brico,1,,2026-05-24T19:12:46.747177,2026-05-25T12:48:49.292625
642,1900-08-04,17.30,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/15kX5EwLWgitqHZVArutXTApT5CcFjfRB/view?usp=drive_link
🔗 https://drive.google.com/file/d/15kX5EwLWgitqHZVArutXTApT5CcFjfRB/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747178,2026-05-25T12:48:49.292626
643,1900-08-04,17.55,Amazon,brico,csv_import,draft,"https://drive.google.com/file/d/14QS0wNpUIl8fzdOq3SH669hwq2448ahL/view?usp=drive_link
🔗 https://drive.google.com/file/d/14QS0wNpUIl8fzdOq3SH669hwq2448ahL/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747179,2026-05-25T12:48:49.292626
644,1900-08-17,17.80,Amazon,brico,csv_import,draft,"https://drive.google.com/file/d/1IadH3vNvVLhSoTsGJ7bh3O2XJVFKBdwl/view?usp=drive_link
🔗 https://drive.google.com/file/d/1IadH3vNvVLhSoTsGJ7bh3O2XJVFKBdwl/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747180,2026-05-25T12:48:49.292627
645,1900-08-17,17.80,Amazon,brico,csv_import,draft,"https://drive.google.com/file/d/18yldCk-5pRIULZXo2IMZFE3GZR-IhlnZ/view?usp=drive_link
🔗 https://drive.google.com/file/d/18yldCk-5pRIULZXo2IMZFE3GZR-IhlnZ/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747181,2026-05-25T12:48:49.292627
646,2025-01-01,18.99,Amazon,brico,csv_import,draft,fibre verre,brico,1,,2026-05-24T19:12:46.747182,2026-05-25T12:48:49.292628
647,1900-08-18,19.90,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/15tbqIA1JlJSjAOvcvoPeEcMDq64JfF4T/view?usp=sharing
🔗 https://drive.google.com/file/d/15tbqIA1JlJSjAOvcvoPeEcMDq64JfF4T/view?usp=sharing",brico,1,,2026-05-24T19:12:46.747183,2026-05-25T12:48:49.292629
648,2025-01-01,21.44,Amazon,brico,csv_import,draft,Amazon,brico,1,,2026-05-24T19:12:46.747184,2026-05-25T12:48:49.292629
649,1900-08-04,25.00,Amazon,brico,csv_import,draft,"https://drive.google.com/file/d/1B6dZoko6V-Q1-Y6rAYILPvzPkj4Iyka9/view?usp=drive_link
🔗 https://drive.google.com/file/d/1B6dZoko6V-Q1-Y6rAYILPvzPkj4Iyka9/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747185,2026-05-25T12:48:49.292630
650,2025-01-01,26.80,Amazon,brico,csv_import,draft,Amazon,brico,1,,2026-05-24T19:12:46.747186,2026-05-25T12:48:49.292630
651,1900-08-14,30.26,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/1bgJPdcD7SPnyQDbQw7VTAxaiE-H4aVxy/view?usp=drive_link
🔗 https://drive.google.com/file/d/1bgJPdcD7SPnyQDbQw7VTAxaiE-H4aVxy/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747187,2026-05-25T12:48:49.292631
652,1900-08-14,31.82,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/1RWYJQMTCbeCmSZCQrHaPD56rTNLXRQUn/view?usp=drive_link
🔗 https://drive.google.com/file/d/1RWYJQMTCbeCmSZCQrHaPD56rTNLXRQUn/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747188,2026-05-25T12:48:49.292631
653,2025-01-01,33.82,Amazon,brico,csv_import,draft,Amazon,brico,1,,2026-05-24T19:12:46.747189,2026-05-25T12:48:49.292632
654,1900-08-17,33.88,Amazon,brico,csv_import,draft,"https://drive.google.com/file/d/1FDWt6RmpPMzyZQFIShqljAQLkxIhJfkA/view?usp=drive_link
🔗 https://drive.google.com/file/d/1FDWt6RmpPMzyZQFIShqljAQLkxIhJfkA/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747190,2026-05-25T12:48:49.292632
655,2025-01-01,33.95,cedeo,brico,csv_import,draft,cedeo,brico,1,,2026-05-24T19:12:46.747192,2026-05-25T12:48:49.292633
656,1900-08-16,34.34,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/1NdETnAp_ZXGujDFOgcLPhVv0J8IrJ-zc/view?usp=drive_link
🔗 https://drive.google.com/file/d/1NdETnAp_ZXGujDFOgcLPhVv0J8IrJ-zc/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747193,2026-05-25T12:48:49.292633
657,1900-08-07,34.75,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/1Gkn-SDxcnKtb_Wu2ERw0Jqt_jGuXP9u5/view?usp=drive_link
🔗 https://drive.google.com/file/d/1Gkn-SDxcnKtb_Wu2ERw0Jqt_jGuXP9u5/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747194,2026-05-25T12:48:49.292634
658,1900-08-17,40.90,Amazon,brico,csv_import,draft,"https://drive.google.com/file/d/16wLI9jdwt51MXhGn26DbIMc904Xy61X2/view?usp=drive_link
🔗 https://drive.google.com/file/d/16wLI9jdwt51MXhGn26DbIMc904Xy61X2/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747195,2026-05-25T12:48:49.292634
659,1900-08-10,45.01,CDL,brico,csv_import,draft,"https://drive.google.com/file/d/1s50yXRsP0e0RKKBA2MM3b_8EItHeXN2c/view?usp=drive_link
🔗 https://drive.google.com/file/d/1s50yXRsP0e0RKKBA2MM3b_8EItHeXN2c/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747196,2026-05-25T12:48:49.292635
660,1900-08-11,47.00,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/1E90s5Jld_TOuhOb8FrRQOKlROJWG2HPT/view?usp=drive_link
🔗 https://drive.google.com/file/d/1E90s5Jld_TOuhOb8FrRQOKlROJWG2HPT/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747197,2026-05-25T12:48:49.292636
661,1900-08-23,49.76,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/1FxBh3DZOnuvgrvLAbhxDVAqB0vMgcv5b/view?usp=drive_link
🔗 https://drive.google.com/file/d/1FxBh3DZOnuvgrvLAbhxDVAqB0vMgcv5b/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747198,2026-05-25T12:48:49.292636
662,1900-08-06,49.89,Amazon,brico,csv_import,draft,"https://drive.google.com/file/d/1ySXebnVGiXLbj7cfxoP2TM1CnA5PrrXG/view?usp=drive_link
🔗 https://drive.google.com/file/d/1ySXebnVGiXLbj7cfxoP2TM1CnA5PrrXG/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747199,2026-05-25T12:48:49.292637
663,1900-08-08,49.99,Amazon,brico,csv_import,draft,"https://drive.google.com/file/d/1XescixA8Ocm6SqDomxXORhJyVHuZllct/view?usp=drive_link
🔗 https://drive.google.com/file/d/1XescixA8Ocm6SqDomxXORhJyVHuZllct/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747200,2026-05-25T12:48:49.292637
664,2025-01-01,51.98,Amazon,brico,csv_import,draft,Amazon,brico,1,,2026-05-24T19:12:46.747201,2026-05-25T12:48:49.292638
665,2025-01-01,52.66,cedeo,brico,csv_import,draft,cedeo,brico,1,,2026-05-24T19:12:46.747202,2026-05-25T12:48:49.292638
666,1900-08-09,52.99,Amazon,brico,csv_import,draft,"https://drive.google.com/file/d/1tjrrURxiKUfsSWfXxPkMQWLsMei5BPpt/view?usp=drive_link
🔗 https://drive.google.com/file/d/1tjrrURxiKUfsSWfXxPkMQWLsMei5BPpt/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747203,2026-05-25T12:48:49.292639
667,2025-01-01,69.83,cedeo,brico,csv_import,draft,cedeo,brico,1,,2026-05-24T19:12:46.747204,2026-05-25T12:48:49.292639
668,2025-01-01,72.50,Amazon,brico,csv_import,draft,outillage consommable,brico,1,,2026-05-24T19:12:46.747206,2026-05-25T12:48:49.292640
669,2025-01-01,83.80,cedeo,brico,csv_import,draft,cedeo,brico,1,,2026-05-24T19:12:46.747207,2026-05-25T12:48:49.292640
670,2025-01-01,122.72,cedeo,brico,csv_import,draft,cedeo,brico,1,,2026-05-24T19:12:46.747208,2026-05-25T12:48:49.292641
671,1900-08-10,127.14,Cedeo,brico,csv_import,draft,"https://drive.google.com/file/d/1gjhOjYjH-ENPkSATVYZbsilmiGSJRa90/view?usp=drive_link
🔗 https://drive.google.com/file/d/1gjhOjYjH-ENPkSATVYZbsilmiGSJRa90/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747209,2026-05-25T12:48:49.292641
672,1900-08-10,141.49,Cedeo,brico,csv_import,draft,"https://drive.google.com/file/d/1cFqNY_gv-yadr89WS_1LTFjzY2Uabdl0/view?usp=drive_link
🔗 https://drive.google.com/file/d/1cFqNY_gv-yadr89WS_1LTFjzY2Uabdl0/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747211,2026-05-25T12:48:49.292642
673,1900-08-09,146.69,Cedeo,brico,csv_import,draft,"https://drive.google.com/file/d/1gQUpqiWNhWs64_2wm1Owjf6txCX_ZjEK/view?usp=drive_link
🔗 https://drive.google.com/file/d/1gQUpqiWNhWs64_2wm1Owjf6txCX_ZjEK/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747212,2026-05-25T12:48:49.292642
674,1900-08-02,167.50,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/1Ovf9OtcMbzP4Rgcchg_sChtLGSENNZpa/view?usp=drive_link
🔗 https://drive.google.com/file/d/1Ovf9OtcMbzP4Rgcchg_sChtLGSENNZpa/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747213,2026-05-25T12:48:49.292643
675,2023-08-14,208.49,Cedeo,brico,csv_import,draft,"https://drive.google.com/file/d/1652Skrg9DzBOtXF35uEVnTImNNi7HyTl/view?usp=drive_link
🔗 https://drive.google.com/file/d/1652Skrg9DzBOtXF35uEVnTImNNi7HyTl/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747214,2026-05-25T12:48:49.292644
676,1900-08-12,225.00,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/1AgNYQl2rjLsinKMS9INld3Qw33Umrnf5/view?usp=drive_link
🔗 https://drive.google.com/file/d/1AgNYQl2rjLsinKMS9INld3Qw33Umrnf5/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747215,2026-05-25T12:48:49.292644
677,2025-01-01,249.29,Amazon,brico,csv_import,draft,broyeur végétaux,brico,1,,2026-05-24T19:12:46.747216,2026-05-25T12:48:49.292645
678,1900-08-12,282.53,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/1akKNXUVQ3feyAEvdhXhIIhZWStwax5q4/view?usp=drive_link
🔗 https://drive.google.com/file/d/1akKNXUVQ3feyAEvdhXhIIhZWStwax5q4/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747217,2026-05-25T12:48:49.292645
679,1900-08-12,282.53,Leroy,brico,csv_import,draft,"https://drive.google.com/file/d/1-0bwQXqm9ejjeGnXnPBf1O-4QA6MDJ2K/view?usp=drive_link
🔗 https://drive.google.com/file/d/1-0bwQXqm9ejjeGnXnPBf1O-4QA6MDJ2K/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747218,2026-05-25T12:48:49.292646
680,1900-08-06,449.97,cdiscount,brico,csv_import,draft,"https://drive.google.com/file/d/1dp_GGmS0FHVLHDvml2bsV5SL8moEsxTx/view?usp=sharing
🔗 https://drive.google.com/file/d/1dp_GGmS0FHVLHDvml2bsV5SL8moEsxTx/view?usp=sharing",brico,1,,2026-05-24T19:12:46.747219,2026-05-25T12:48:49.292646
681,1900-08-17,483.45,Amazon,brico,csv_import,draft,"https://drive.google.com/file/d/1uiaN-eXReiseav_zXy3KyYbo_RAjtgg-/view?usp=drive_link
🔗 https://drive.google.com/file/d/1uiaN-eXReiseav_zXy3KyYbo_RAjtgg-/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747220,2026-05-25T12:48:49.292647
682,2025-01-01,556.42,cedeo,brico,csv_import,draft,cedeo,brico,1,,2026-05-24T19:12:46.747221,2026-05-25T12:48:49.292647
683,2025-01-01,667.70,cedeo,brico,csv_import,draft,cedeo,brico,1,,2026-05-24T19:12:46.747222,2026-05-25T12:48:49.292648
684,1900-08-09,692.08,Leroux,brico,csv_import,draft,"https://drive.google.com/file/d/1xRW5eSfx4HOwVI-K4NviLB_UZBUfqZZk/view?usp=drive_link
🔗 https://drive.google.com/file/d/1xRW5eSfx4HOwVI-K4NviLB_UZBUfqZZk/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747223,2026-05-25T12:48:49.292648
685,1900-08-10,701.15,CDL,brico,csv_import,draft,"https://drive.google.com/file/d/1-z7PnIw1UP7gJfPjRs4fX3qx8lOSzEai/view?usp=drive_link
🔗 https://drive.google.com/file/d/1-z7PnIw1UP7gJfPjRs4fX3qx8lOSzEai/view?usp=drive_link",brico,1,,2026-05-24T19:12:46.747224,2026-05-25T12:48:49.292649
686,2025-01-01,942.22,cedeo,brico,csv_import,draft,cedeo,brico,1,,2026-05-24T19:12:46.747225,2026-05-25T12:48:49.292650
687,2025-01-01,50.00,Brico,brico,csv_import,draft,vmc 50 e,brico,1,,2026-05-24T19:12:46.747226,2026-05-25T12:48:49.292650
688,2025-01-01,49.99,Brico,brico,csv_import,draft,"defonceuse : 49,99 €",brico,1,,2026-05-24T19:12:46.747227,2026-05-25T12:48:49.292651
689,2025-01-01,146.69,Brico,brico,csv_import,draft,Cedeo 146.69,brico,1,,2026-05-24T19:12:46.747228,2026-05-25T12:48:49.292651
690,2025-01-01,24.40,Brico,brico,csv_import,draft,"24,40 € Leroy Merlin rail et montant placo",brico,1,,2026-05-24T19:12:46.747229,2026-05-25T12:48:49.292652
691,2025-01-01,45.00,Brico,brico,csv_import,draft,45 € Leroy Merlin,brico,1,,2026-05-24T19:12:46.747230,2026-05-25T12:48:49.292652
692,2025-01-01,47.00,Brico,brico,csv_import,draft,47 e Leroy,brico,1,,2026-05-24T19:12:46.747231,2026-05-25T12:48:49.292653
693,2025-01-01,282.53,Brico,brico,csv_import,draft,282.53 leroy,brico,1,,2026-05-24T19:12:46.747232,2026-05-25T12:48:49.292653
694,2025-01-01,225.00,Brico,brico,csv_import,draft,leroy placo 225.00€,brico,1,,2026-05-24T19:12:46.747233,2026-05-25T12:48:49.292654
695,2025-01-01,373.82,Brico,brico,csv_import,draft,Maxoutil scie,brico,1,,2026-05-24T19:12:46.747234,2026-05-25T12:48:49.292654
696,2025-01-01,41.25,casto,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747235,2026-05-25T12:48:49.292655
697,2025-01-01,77.20,Amazon,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747236,2026-05-25T12:48:49.292655
698,2023-10-17,507.57,Leroy,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747237,2026-05-25T12:48:49.292656
699,2023-10-18,45.44,Amazon,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747238,2026-05-25T12:48:49.292656
700,2023-10-20,85.80,elec,brico,csv_import,draft,2 disjoncteurs,brico,1,,2026-05-24T19:12:46.747239,2026-05-25T12:48:49.292657
701,2025-01-01,100.07,cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747240,2026-05-25T12:48:49.292658
702,2025-01-01,77.20,Casto,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747241,2026-05-25T12:48:49.292658
703,2025-01-01,95.60,"95,6 brico dépôt",brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747242,2026-05-25T12:48:49.292659
704,2025-01-01,66.50,"Brico dépôt 65,5",brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747243,2026-05-25T12:48:49.292659
705,2025-01-01,27.60,brico amazon,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747244,2026-05-25T12:48:49.292660
706,2025-01-01,89.95,harnais amazon,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747245,2026-05-25T12:48:49.292660
707,2025-01-01,39.99,corde amazon,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747246,2026-05-25T12:48:49.292661
708,2025-01-01,7.76,vis,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747247,2026-05-25T12:48:49.292661
709,2025-01-01,33.99,boite vis,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747248,2026-05-25T12:48:49.292662
710,2025-01-01,23.99,domino,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747249,2026-05-25T12:48:49.292662
711,2025-01-01,165.11,girafe,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747250,2026-05-25T12:48:49.292663
712,2025-01-01,42.42,colle peinture,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747251,2026-05-25T12:48:49.292664
713,2025-01-01,51.42,ss,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747252,2026-05-25T12:48:49.292664
714,2025-01-01,7.80,flexible,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747253,2026-05-25T12:48:49.292665
715,2025-01-01,26.41,niveau,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747254,2026-05-25T12:48:49.292665
716,2025-01-01,40.98,SdB,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747255,2026-05-25T12:48:49.292666
717,2025-01-01,9.99,connecteur RJ 45,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747256,2026-05-25T12:48:49.292666
718,2025-01-01,29.69,panneau de brassage,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747257,2026-05-25T12:48:49.292667
719,2025-01-01,12.88,cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747258,2026-05-25T12:48:49.292667
720,2025-01-01,18.13,cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747259,2026-05-25T12:48:49.292668
721,2025-01-01,25.48,cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747260,2026-05-25T12:48:49.292668
722,2025-01-01,20.28,cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747261,2026-05-25T12:48:49.292669
723,2025-01-01,123.94,cdl elec,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747262,2026-05-25T12:48:49.292670
724,2025-01-01,25.44,cdl elec,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747263,2026-05-25T12:48:49.292670
725,2025-01-01,14.45,leroy,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747264,2026-05-25T12:48:49.292671
726,2025-01-01,45.01,leroy,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747265,2026-05-25T12:48:49.292671
727,2025-01-01,10.57,leroy,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747266,2026-05-25T12:48:49.292672
728,2025-01-01,60.00,60 euros,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747267,2026-05-25T12:48:49.292672
729,2025-01-01,195.00,195 euros,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747268,2026-05-25T12:48:49.292673
730,2025-01-01,420.00,420 euros,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747269,2026-05-25T12:48:49.292673
731,2025-01-01,550.00,Payé semaine dernière à Yoann 550 euros,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747270,2026-05-25T12:48:49.292674
732,2025-01-01,500.00,Payé semaine dernière yo 500,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747271,2026-05-25T12:48:49.292674
733,2025-01-01,220.00,Payé cette semaine pour 2 jours 220,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747272,2026-05-25T12:48:49.292675
734,2025-01-01,378.00,Tapisserie 378,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747274,2026-05-25T12:48:49.292676
735,2025-01-01,350.00,Payé Yoann derniere semaine (20 octobre),brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747275,2026-05-25T12:48:49.292676
736,2025-01-01,350.00,Payé semaine dernière yoann,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747276,2026-05-25T12:48:49.292677
737,2025-01-01,130.00,130 euros journée de Yoann hier,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747277,2026-05-25T12:48:49.292677
738,2025-01-01,18.00,Divers,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747278,2026-05-25T12:48:49.292678
739,2025-01-01,390.00,Yoann 3 jours la semaine dernière plus une demi-journée aujourd'hui 330 + 60 = 390 euros,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747279,2026-05-25T12:48:49.292678
740,2025-02-28,28.23,CARTE 21/01 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747280,2026-05-25T12:48:49.292679
741,2025-02-28,195.67,CARTE 20/01 CDL ELEC GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747281,2026-05-25T12:48:49.292679
742,2025-02-28,160.21,CARTE 22/01 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747282,2026-05-25T12:48:49.292680
743,2025-02-28,100.92,CARTE 23/01 LA MAISON DU PEI BREST,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747283,2026-05-25T12:48:49.292680
744,2025-02-28,34.80,CARTE 24/01 SAS CASTREC 0 MILIZAC,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747284,2026-05-25T12:48:49.292681
745,2025-02-28,13.57,CARTE 25/01 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747285,2026-05-25T12:48:49.292681
746,2025-02-28,6.40,CARTE 25/01 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747286,2026-05-25T12:48:49.292682
747,2025-02-28,64.88,CARTE 28/01 Contorion SAS Drusenheim,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747287,2026-05-25T12:48:49.292683
748,2025-02-28,88.92,CARTE 28/01 MANOMANO 75017 PARIS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747288,2026-05-25T12:48:49.292683
749,2025-02-28,51.74,CARTE 28/01 LIDL GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747289,2026-05-25T12:48:49.292684
750,2025-02-28,54.47,CARTE 06/02 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747290,2026-05-25T12:48:49.292684
751,2025-02-28,63.53,CARTE 08/02 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747291,2026-05-25T12:48:49.292685
752,2025-02-28,66.83,CARTE 11/02 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747292,2026-05-25T12:48:49.292685
753,2025-02-28,13.97,CARTE 11/02 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747293,2026-05-25T12:48:49.292686
754,2025-02-28,29.70,CARTE 11/02 MANOMANO 75017 PARIS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747294,2026-05-25T12:48:49.292686
755,2025-02-28,107.67,CARTE 12/02 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747295,2026-05-25T12:48:49.292687
756,2025-02-28,78.43,CARTE 14/02 MANOMANO 75017 PARIS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747296,2026-05-25T12:48:49.292687
757,2025-02-28,41.92,CARTE 14/02 CEDEO BREST,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747297,2026-05-25T12:48:49.292688
758,2025-02-20,100.00,VIR Virement avec Fortuneo Compt,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747298,2026-05-25T12:48:49.292689
759,2025-02-15,150.00,VIR INST becasse,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747299,2026-05-25T12:48:49.292689
760,2025-02-04,443.21,VIR total brico erreur fin janvi,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747300,2026-05-25T12:48:49.292690
761,2025-01-31,113.16,CARTE 20/12 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747301,2026-05-25T12:48:49.292690
